Gene_acc,Gene_id,SMm1,SMm2,SMm3,SMm4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
1364,Tb927.11.1080,83118.0,75564.0,70378.0,69705.0,119260.0,127650.0,146860.0,128680.0,Nucleolar protein 60
1365,Tb927.11.10800,222830.0,252760.0,253000.0,233650.0,318640.0,333990.0,337210.0,321250.0,"Domain of unknown function (DUF4496), putative"
1366,Tb927.11.10810,28897.0,28878.0,31843.0,29136.0,42410.0,45133.0,50341.0,47893.0,pumillio/PUF RNA binding protein 11
1367,Tb927.11.10820,455610.0,412990.0,464640.0,467480.0,637100.0,681640.0,683560.0,609050.0,"Casein kinase II subunit beta, putative"
1368,Tb927.11.10840,89479.0,95366.0,91322.0,81184.0,149380.0,141320.0,135360.0,130410.0,"hypothetical protein, conserved"
1369,Tb927.11.10850,8753.0,7941.2,9655.3,9247.7,10430.0,13282.0,12863.0,11924.0,"hypothetical protein, conserved"
1370,Tb927.11.10860,407390.0,418740.0,443790.0,402660.0,592560.0,589920.0,646380.0,603300.0,20S-pre-rRNA D-site endonuclease NOB1
1371,Tb927.11.10870,76387.0,73659.0,67103.0,67201.0,96032.0,83563.0,106040.0,95922.0,32 kDa ER-associated protein
1372,Tb927.11.10880,38678.0,41592.0,44482.0,43449.0,42709.0,53863.0,48708.0,52836.0,"hypothetical protein, conserved"
1373,Tb927.11.1090,3139700.0,3148800.0,3380000.0,3167500.0,4236600.0,4427200.0,4663600.0,4535100.0,"calpain-like protein, putative"
1374,Tb927.11.10900,720910.0,717630.0,790440.0,748560.0,1071300.0,958790.0,1057100.0,983970.0,Component of motile flagella 9
1375,Tb927.11.10940,22099.0,25301.0,24333.0,29948.0,49147.0,47982.0,47201.0,42349.0,"hypothetical protein, conserved"
1376,Tb927.11.10970,30866.0,20287.0,28752.0,23895.0,37485.0,41345.0,34266.0,37831.0,"RWD domain/Uncharacterized protein family UPF0029, putative"
1377,Tb927.11.10980,17405.0,17232.0,21518.0,19711.0,24675.0,25988.0,29553.0,23696.0,"Got1/Sft2-like family, putative"
1378,Tb927.11.10990,407940.0,392640.0,436110.0,428550.0,605900.0,636000.0,632050.0,639650.0,"methylthioribose-1-phosphate isomerase, putative"
1379,Tb927.11.11000,58104.0,47315.0,43376.0,50154.0,56982.0,64384.0,65803.0,64885.0,"Calponin homology (CH) domain containing protein, putative"
1380,Tb927.11.11010,3672700.0,3709900.0,3580600.0,3534800.0,4474900.0,4825800.0,4682700.0,4768400.0,"hypothetical protein, conserved"
1381,Tb927.11.11020,91509.0,94695.0,98050.0,95691.0,113710.0,134930.0,123290.0,113940.0,"hypothetical protein, conserved"
1382,Tb927.11.11030,60215.0,63781.0,54173.0,65508.0,86139.0,102750.0,81705.0,91204.0,exosome-associated protein 4
1383,Tb927.11.11080,177710.0,186420.0,185950.0,179110.0,294590.0,301280.0,333510.0,331590.0,Nucleoporin NUP149
1384,Tb927.11.11090,94939.0,123370.0,108330.0,95349.0,160930.0,135630.0,149070.0,157340.0,Nucleoporin NUP140
1385,Tb927.11.1110,279800.0,296360.0,331730.0,291710.0,381520.0,434290.0,455870.0,413740.0,"calpain, putative"
1386,Tb927.11.11100,256020.0,284830.0,276580.0,269660.0,348370.0,388290.0,354270.0,339510.0,glucosamine 6-phosphate N-acetyltransferase
1387,Tb927.11.11120,46978.0,52058.0,65021.0,53543.0,73384.0,75949.0,77669.0,64548.0,"hypothetical protein, conserved"
1388,Tb927.11.11135,45373.0,45211.0,48957.0,46334.0,63757.0,67392.0,69410.0,66014.0,hypothetical protein
1389,Tb927.11.11140,823820.0,830630.0,876980.0,810410.0,1057300.0,1120200.0,1147300.0,1112300.0,hypothetical protein
1390,Tb927.11.11150,20690.0,18211.0,16253.0,19774.0,22803.0,36017.0,29951.0,25300.0,U5 snRNP-specific 40 kDa protein
1391,Tb927.11.11160,464230.0,487340.0,524370.0,464440.0,512700.0,550300.0,614520.0,540430.0,Low-affinity phosphate transporter PHO91 (fragment)
1392,Tb927.11.11170,16452.0,19634.0,18472.0,10971.0,18145.0,21733.0,22022.0,12473.0,"hypothetical protein, conserved"
1393,Tb927.11.11200,356530.0,382970.0,372060.0,391100.0,521830.0,492650.0,556730.0,497920.0,"oligomeric golgi complex component 8, putative"
1394,Tb927.11.11210,1219900.0,1283400.0,1258700.0,1224500.0,1714000.0,1810400.0,1891500.0,1780100.0,"paraflagellar rod component, putative"
1395,Tb927.11.11220,3256500.0,3322200.0,3579700.0,3411000.0,4500800.0,4499200.0,4834000.0,4597500.0,"dynein heavy chain, putative"
1396,Tb927.11.11240,40378.0,48227.0,55201.0,41415.0,81334.0,91921.0,70988.0,85590.0,"hypothetical protein, conserved"
1397,Tb927.11.11250,1629400.0,1646200.0,1684100.0,1648600.0,2244200.0,2282500.0,2361700.0,2287600.0,cytosolic malate dehydrogenase
1398,Tb927.11.11260,335930.0,319680.0,339720.0,326450.0,437990.0,454610.0,530060.0,418700.0,"hypothetical protein, conserved"
1399,Tb927.11.11280,747130.0,755570.0,803260.0,772990.0,963230.0,1003800.0,1081900.0,977930.0,"hypothetical protein, conserved"
1400,Tb927.11.11290,1651100.0,1751300.0,1823400.0,1775800.0,2293800.0,2306200.0,2424700.0,2400600.0,"heat shock protein 70, putative"
1401,Tb927.11.1130,103220.0,103330.0,116430.0,75024.0,154060.0,161480.0,160800.0,158150.0,"calpain-like cysteine peptidase, putative"
1402,Tb927.11.11300,3310.5,3293.3,3444.7,2222.8,4299.0,4401.4,3357.4,4517.1,"hypothetical protein, conserved"
1403,Tb927.11.11330,24748000.0,24523000.0,24287000.0,23505000.0,36173000.0,38390000.0,38438000.0,37765000.0,heat shock protein 70
1404,Tb927.11.11340,372360.0,389570.0,387330.0,383560.0,632150.0,592980.0,587700.0,639970.0,gamma-tubulin complex component 3
1405,Tb927.11.11350,634500.0,656930.0,618390.0,611920.0,812630.0,881680.0,908830.0,839550.0,"hypothetical protein, conserved"
1406,Tb927.11.11370,4467100.0,4592300.0,4656500.0,4185900.0,6646000.0,6413500.0,6938100.0,6978300.0,receptor for activated C kinase 1
1407,Tb927.11.11380,226550.0,248330.0,269020.0,215330.0,289840.0,289810.0,317950.0,286420.0,SUMO-interacting motif-containing protein
1408,Tb927.11.11390,14091.0,15775.0,15559.0,14466.0,22918.0,23750.0,21241.0,23398.0,"2OG-Fe(II) oxygenase superfamily, putative"
1409,Tb927.11.11430,202690.0,193580.0,229640.0,200510.0,310200.0,322810.0,351460.0,332560.0,"cullin 1, putative"
1411,Tb927.11.11460,2614500.0,2785800.0,2907800.0,2855300.0,3374600.0,3598000.0,3773100.0,3670700.0,Mitochondrial import receptor subunit ATOM69
1412,Tb927.11.11470,36490.0,54167.0,42394.0,39443.0,51595.0,52020.0,58872.0,54924.0,kinetoplast ribosomal PPR-repeat containing protein 14
1413,Tb927.11.11725,1495800.0,1315000.0,1480400.0,1393300.0,1814600.0,1866300.0,1981700.0,1783300.0,ribosomal protein S14p/S29e
1414,Tb927.11.11480,2736400.0,2696500.0,2801000.0,2676000.0,4270000.0,4182500.0,4430500.0,4330400.0,"Trichohyalin, putative"
1415,Tb927.11.1150,459080.0,477720.0,495800.0,486210.0,643690.0,647430.0,694200.0,676220.0,radial spoke protein 3
1416,Tb927.11.11510,118580.0,116380.0,124510.0,113850.0,158420.0,187310.0,190270.0,166160.0,hd phosphohydrolase family protein
1417,Tb927.11.11520,3825800.0,3892300.0,4779800.0,3720100.0,6446300.0,6037900.0,6343800.0,6262700.0,glycosomal membrane protein
1418,Tb927.11.11530,222770.0,213220.0,256660.0,247080.0,321710.0,326270.0,346710.0,342480.0,"histone acetyltransferase, putative"
1419,Tb927.11.11550,1653800.0,1788200.0,1857500.0,1670800.0,2356000.0,2435700.0,2584100.0,2403000.0,"DNA topoisomerase II alpha, putative"
1420,Tb927.11.11570,104860.0,122540.0,126190.0,103660.0,202480.0,202550.0,197140.0,178830.0,"Translation initiation factor eIF-2B subunit epsilon, putative"
1421,Tb927.11.11580,16379.0,15770.0,17633.0,13495.0,16979.0,16607.0,17596.0,18215.0,"hypothetical protein, conserved"
1422,Tb927.11.11590,3916000.0,4106300.0,4373600.0,3735700.0,5572300.0,5493000.0,5712400.0,5490100.0,Eukaryotic translation initiation factor 3 subunit E
1423,Tb927.11.1160,83991.0,95009.0,92808.0,90658.0,116700.0,124860.0,117900.0,113470.0,"Region in Clathrin and VPS, putative"
1424,Tb927.11.11600,21812.0,16337.0,18948.0,20859.0,23988.0,23181.0,30266.0,22300.0,"hypothetical protein, conserved"
1425,Tb927.11.11640,72678.0,62372.0,80204.0,81487.0,94530.0,97105.0,107680.0,98351.0,DNA replication licensing factor MCM6
1426,Tb927.11.11650,15167.0,14464.0,22144.0,23782.0,31858.0,25483.0,34818.0,27543.0,"Centrosomal protein of 164 kDa, putative"
1427,Tb927.11.11660,44527.0,39627.0,43938.0,39902.0,60005.0,52758.0,64764.0,69052.0,conserved protein
1428,Tb927.11.11670,81035.0,88987.0,88479.0,92927.0,118110.0,113490.0,140020.0,112090.0,"dolichyl-lipid chaperone, putative"
1429,Tb927.11.11680,5113900.0,5072200.0,5604200.0,5143000.0,5939400.0,6404700.0,6631700.0,6197000.0,"2-oxoglutarate dehydrogenase E2 component, putative"
1430,Tb927.11.11690,4243600.0,4509300.0,4547400.0,4420000.0,5443400.0,5508900.0,5881100.0,5715100.0,"Vacuolar proton pump subunit B, putative"
1431,Tb927.11.11700,225940.0,242820.0,289410.0,208600.0,328530.0,345860.0,403210.0,371970.0,"nucleotidyl transferase, putative"
1432,Tb927.11.11710,401070.0,425250.0,430610.0,405640.0,502580.0,493840.0,547290.0,489080.0,"Putative serine esterase (DUF676), putative"
1433,Tb927.11.11720,314380.0,322060.0,331370.0,331860.0,360310.0,399600.0,379010.0,419910.0,"FG-GAP repeat protein, putative"
1434,Tb927.11.11730,212500.0,243990.0,251320.0,235400.0,332140.0,331690.0,370720.0,341640.0,"MRP protein, putative"
1435,Tb927.11.11760,39041.0,38434.0,44562.0,39355.0,72762.0,90683.0,70375.0,104700.0,"hypothetical protein, conserved"
1436,Tb927.11.11770,1130200.0,1244000.0,1245800.0,1119200.0,1606800.0,1523800.0,1578300.0,1456000.0,Eukaryotic translation initiation factor 4E-3
1437,Tb927.11.11780,55633.0,61101.0,57199.0,59839.0,76354.0,69976.0,88096.0,86744.0,"acyl-CoA dehydrogenase, putative"
1438,Tb927.11.11790,529670.0,530340.0,568930.0,511860.0,705120.0,740110.0,780250.0,762320.0,"R3H domain containing protein, putative"
1439,Tb927.11.11810,67539.0,55698.0,70037.0,55777.0,107330.0,109190.0,103490.0,109500.0,"hypothetical protein, conserved"
1440,Tb927.11.11830,1586200.0,1668400.0,1419300.0,1406000.0,2013800.0,1798100.0,1885200.0,2174900.0,"40S ribosomal protein S17, putative"
1441,Tb927.11.11850,1127300.0,1189200.0,1160400.0,1119500.0,1524300.0,1513500.0,1707600.0,1565900.0,"splicing factor 3B subunit 1, putative"
1442,Tb927.11.11860,171940.0,185600.0,174780.0,178860.0,217090.0,234800.0,234220.0,243850.0,"leucine-rich repeat protein (LRRP), putative"
1443,Tb927.11.11880,205890.0,224660.0,246840.0,205350.0,278780.0,278060.0,319870.0,280330.0,conserved protein
1444,Tb927.11.11900,1868900.0,2091400.0,2168200.0,2016500.0,2527000.0,2722300.0,2845000.0,2742400.0,Coatomer subunit gamma
1445,Tb927.11.11920,90360.0,98990.0,101240.0,90549.0,102070.0,112070.0,113040.0,112570.0,"molybdenum cofactor biosynthesis protein, putative"
1446,Tb927.11.11940,400700.0,413640.0,445690.0,432640.0,537550.0,522750.0,561460.0,549380.0,"protein phosphatase 2A, putative"
1447,Tb927.11.11980,2372200.0,2752000.0,2614300.0,2868600.0,3520100.0,3914600.0,3572800.0,4061900.0,cytoskeleton-associated protein 15
1448,Tb927.11.1200,390750.0,393270.0,434320.0,390510.0,617320.0,626490.0,631120.0,617510.0,"hypothetical protein, conserved"
1449,Tb927.11.12050,204390.0,195910.0,204150.0,200150.0,270420.0,292690.0,310690.0,283930.0,"hypothetical protein, conserved"
1450,Tb927.11.12060,264380.0,279930.0,269750.0,252960.0,317960.0,371600.0,334640.0,343580.0,"Peroxisomal biogenesis factor 11 (PEX11), putative"
1451,Tb927.11.12080,12906.0,18176.0,15802.0,18939.0,19120.0,15757.0,20051.0,19842.0,N-acetyl-D-glucosaminylphosphatidylinositol de-N-acetylase
1452,Tb927.11.12090,77587.0,80126.0,87628.0,80035.0,79999.0,91335.0,85053.0,75096.0,"endonuclease III, putative"
1453,Tb927.11.1210,377390.0,363470.0,423240.0,405070.0,447360.0,517760.0,501480.0,497380.0,"Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative"
1454,Tb927.11.12110,345730.0,375350.0,378090.0,381630.0,516960.0,525230.0,522730.0,493870.0,"RNA helicase, putative"
1455,Tb927.11.12150,3007300.0,3001300.0,3315900.0,3100700.0,4041400.0,3989400.0,4403400.0,4062100.0,flagellar pocket cytoskeletal protein bilbo1
1456,Tb927.11.12160,38623.0,35129.0,41382.0,38925.0,47888.0,45527.0,55887.0,68411.0,"hypothetical protein, conserved"
1457,Tb927.11.12170,7241.3,8813.9,9594.1,10104.0,14145.0,14833.0,14130.0,12506.0,"hypothetical protein, conserved"
1458,Tb927.11.12180,11696.0,10897.0,11785.0,10862.0,14882.0,14484.0,16070.0,14293.0,"kinesin, putative"
1459,Tb927.11.12190,10268.0,11770.0,8925.6,8363.7,11784.0,13275.0,16210.0,10426.0,"FHA domain containing protein, putative"
1460,Tb927.11.1220,52636.0,62906.0,62774.0,57092.0,78079.0,97833.0,90855.0,94031.0,"hypothetical protein, conserved"
1461,Tb927.11.12210,1817900.0,1776800.0,1702300.0,1691800.0,2380700.0,2543600.0,2631000.0,2406400.0,"Domain of unknown function (DUF4586), putative"
1462,Tb927.11.12220,112690.0,133320.0,126960.0,118290.0,183420.0,166880.0,176210.0,192760.0,catalytic subunit of the vacuolar transporter chaperone 4
1463,Tb927.11.12230,1302500.0,1460200.0,1504800.0,1386700.0,1711800.0,1785400.0,1926200.0,1817500.0,ATP-dependent protease ATPase subunit HslU2
1464,Tb927.11.12240,34396.0,32229.0,34045.0,32843.0,51207.0,51102.0,64209.0,58819.0,"cysteine peptidase, Clan CA, family C19, putative"
1465,Tb927.11.12250,1602.7,2807.3,1739.0,1945.0,4335.4,2029.3,3613.8,2240.7,DNA replication licensing factor MCM4
1466,Tb927.11.1230,971910.0,1154900.0,1129000.0,1040400.0,1147100.0,1166500.0,1323200.0,1234500.0,"hypothetical protein, conserved"
1467,Tb927.11.12300,14994.0,18266.0,19124.0,17045.0,27037.0,27753.0,29524.0,29720.0,"hypothetical protein, conserved"
1468,Tb927.11.12310,27322.0,21733.0,25474.0,21738.0,30320.0,31636.0,37543.0,38502.0,cdc2-related kinase 12
1469,Tb927.11.12360,71261.0,78438.0,91038.0,80278.0,82577.0,115480.0,118780.0,95789.0,"ankyrin repeat protein, putative"
1470,Tb927.11.12380,84705.0,89817.0,82730.0,78697.0,123130.0,114550.0,110470.0,116090.0,"hypothetical protein, conserved"
1471,Tb927.11.12390,10788.0,9086.3,9897.2,9026.8,14997.0,14341.0,13547.0,13638.0,"hypothetical protein, conserved"
1472,Tb927.11.12410,1226400.0,1294100.0,1348700.0,1337000.0,1907300.0,1946100.0,2148800.0,2082200.0,kinetoplastid kinetochore protein 10
1473,Tb927.11.12430,103200.0,104790.0,106490.0,97032.0,126380.0,144130.0,174370.0,164760.0,"cell division cycle phosphatase 14, putative"
1474,Tb927.11.12440,13623.0,18054.0,17203.0,12556.0,20640.0,23454.0,21746.0,23073.0,"Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative"
1475,Tb927.11.12450,102890.0,97203.0,113080.0,104450.0,136720.0,144520.0,165690.0,147370.0,Bardet-Biedl syndrome 8 protein
1476,Tb927.11.12470,402220.0,450210.0,434300.0,395320.0,532330.0,547140.0,589720.0,546470.0,"hypothetical protein, conserved"
1477,Tb927.11.12480,790630.0,849280.0,856090.0,764040.0,1084800.0,1132600.0,1159200.0,1105500.0,Kinetochore interacting phosphatase 7
1478,Tb927.11.12490,25183.0,19977.0,19921.0,23433.0,27471.0,29907.0,28513.0,29537.0,"hypothetical protein, conserved"
1479,Tb927.11.1250,39909.0,40575.0,39018.0,38681.0,39826.0,47553.0,52952.0,39048.0,"Mitochondrial SSU ribosomal protein, putative"
1480,Tb927.11.12500,333470.0,363490.0,358370.0,304970.0,534490.0,516720.0,524640.0,490380.0,"hypothetical protein, conserved"
1481,Tb927.11.12530,4023200.0,4175700.0,4356000.0,4121800.0,5537600.0,5778000.0,6062800.0,5749400.0,Flagellum attachment zone protein 3
1482,Tb927.11.12540,539720.0,606720.0,612590.0,546280.0,753030.0,797580.0,875660.0,748650.0,"leucine-rich repeat protein (LRRP), putative"
1483,Tb927.11.12560,224910.0,266660.0,259400.0,255480.0,323030.0,344490.0,350430.0,366690.0,hypothetical protein
1484,Tb927.11.12590,22112.0,22645.0,20930.0,15822.0,19638.0,22557.0,28766.0,24159.0,"Der1-like family, putative"
1485,Tb927.11.1260,60220.0,52488.0,68456.0,66702.0,76889.0,100770.0,87940.0,93070.0,"copper-transporting ATPase-like protein, putative"
1486,Tb927.11.12600,317050.0,293120.0,334840.0,303930.0,355310.0,389800.0,398410.0,364550.0,"ATP-dependent DNA helicase, putative"
1487,Tb927.11.12610,264480.0,285500.0,288310.0,286050.0,385160.0,415740.0,419430.0,424430.0,cyclin 1
1488,Tb927.11.12630,302820.0,334170.0,310580.0,328720.0,364810.0,368100.0,389690.0,369960.0,"hypothetical protein, conserved"
1489,Tb927.11.12640,241290.0,247420.0,234880.0,276080.0,296700.0,328410.0,348810.0,321510.0,"PH domain containing protein, putative"
1490,Tb927.11.12650,1299.3,1025.1,968.45,2572.4,2821.8,1761.8,1482.0,2382.9,"palmitoyl acyltransferase 5, putative"
1491,Tb927.11.12680,5561700.0,5488300.0,5645900.0,5541400.0,7072100.0,6933500.0,8347100.0,7015600.0,"prefoldin subunit 2, putative"
1492,Tb927.11.1270,758380.0,821300.0,822810.0,799590.0,858170.0,798380.0,783990.0,802110.0,"Mitochondrial ATP synthase subunit, putative"
1493,Tb927.11.12720,74023.0,80229.0,92004.0,85984.0,111740.0,102730.0,109980.0,110180.0,"hypothetical protein, conserved"
1494,Tb927.11.12820,2517800.0,2331300.0,2640700.0,2391000.0,4165000.0,4067700.0,4345500.0,4069800.0,ribonucleoside-diphosphate reductase small chain
1495,Tb927.11.12830,25250.0,20246.0,24523.0,21251.0,38639.0,33038.0,37548.0,37191.0,"acyl-CoA binding protein, putative"
1496,Tb927.11.12840,858950.0,949210.0,971690.0,922520.0,1197900.0,1338400.0,1426200.0,1346400.0,"Domain of unknown function (DUF4486), putative"
1497,Tb927.11.12850,7018000.0,7701100.0,7619400.0,7402200.0,9665200.0,9234500.0,10157000.0,9817700.0,oligopeptidase b
1498,Tb927.11.12860,236450.0,250740.0,285820.0,234700.0,286170.0,297480.0,329660.0,385400.0,"cAMP response protein, putative"
1499,Tb927.11.1290,16260.0,18279.0,14447.0,17493.0,140450.0,98230.0,265880.0,105330.0,"hypothetical protein, conserved"
1500,Tb927.11.12910,49077.0,63366.0,64427.0,59167.0,75266.0,83118.0,76731.0,78780.0,"prefoldin subunit, putative"
1501,Tb927.11.12920,257700.0,258510.0,297070.0,266900.0,320420.0,315030.0,362540.0,330740.0,"hypothetical protein, conserved"
1502,Tb927.11.12940,875010.0,946000.0,999220.0,951280.0,1195500.0,1275500.0,1329800.0,1264400.0,"Uncharacterised protein family (UPF0160), putative"
1503,Tb927.11.12950,71075.0,73484.0,80473.0,67683.0,85245.0,70829.0,108570.0,104340.0,"ras-like small GTPase, putative"
1504,Tb927.11.12960,17032.0,17645.0,20385.0,22890.0,24376.0,25529.0,26365.0,24886.0,"hypothetical protein, conserved"
1505,Tb927.11.12970,3340.4,4822.2,2750.5,2816.9,3557.8,5490.9,4531.5,3425.7,"hypothetical protein, conserved"
1506,Tb927.11.12980,49897.0,55426.0,48584.0,40121.0,53922.0,64646.0,57110.0,55374.0,"hypothetical protein, conserved"
1507,Tb927.11.1300,147630.0,141820.0,154790.0,134820.0,225220.0,235570.0,258830.0,249920.0,"UBA/TS-N domain containing protein, putative"
1508,Tb927.11.13000,103380.0,103990.0,90839.0,105370.0,160130.0,159510.0,162500.0,209270.0,"phospholipid-transporting ATPase, putative"
1509,Tb927.11.13010,321410.0,339180.0,344790.0,311600.0,437830.0,419950.0,461220.0,429350.0,hypothetical protein
1510,Tb927.11.13050,3307000.0,3945600.0,3482600.0,3780300.0,4923800.0,5218800.0,5166800.0,5296900.0,calmodulin
1511,Tb927.11.13060,63830.0,65923.0,67635.0,65071.0,124070.0,116380.0,126530.0,115860.0,"translation-associated element 2, putative"
1512,Tb927.11.13070,171160.0,167040.0,185840.0,170550.0,249240.0,264500.0,282340.0,257560.0,"O-phosphoseryl-tRNA(Sec) selenium transferase, putative"
1513,Tb927.11.13080,76026.0,78802.0,83724.0,76370.0,99752.0,126360.0,139150.0,147580.0,"hypothetical protein, conserved"
1514,Tb927.11.13130,761280.0,786910.0,744950.0,736780.0,877160.0,1010600.0,977490.0,846030.0,membrane-bound acid phosphatase 1 precursor
1515,Tb927.11.13150,1223.4,1537.8,901.64,1263.2,1435.5,1204.6,2333.3,1208.7,"UEV domain/Zinc finger, C3HC4 type (RING finger), putative"
1516,Tb927.11.13180,2419600.0,2376100.0,2474400.0,2390100.0,2668000.0,2803000.0,3052200.0,2829000.0,Present in the outer mitochondrial membrane proteome 10
1517,Tb927.11.13190,7207400.0,7256800.0,7594800.0,6878200.0,9167500.0,9558900.0,10060000.0,9473600.0,"elongation factor 1 gamma, putative"
1518,Tb927.11.13200,124820.0,130270.0,124530.0,110380.0,172890.0,170040.0,162100.0,176790.0,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1519,Tb927.11.13230,425370.0,446140.0,489920.0,440000.0,593830.0,656650.0,621420.0,594120.0,"VAMP-associated protein, putative"
1520,Tb927.11.13240,19618.0,20205.0,21207.0,21772.0,22853.0,28674.0,28765.0,22610.0,"RNA polymerase subunit, putative"
1521,Tb927.11.13250,2071100.0,2400700.0,2421300.0,2279100.0,3136200.0,3164000.0,3466300.0,3217700.0,"eukaryotic translation initiation factor 2 gamma, putative"
1522,Tb927.11.13260,30327.0,34804.0,28998.0,33508.0,59929.0,65020.0,76046.0,67944.0,"hypothetical protein, conserved"
1523,Tb927.11.13270,757810.0,745040.0,754940.0,726160.0,991760.0,946920.0,962410.0,1030700.0,"hypothetical protein, conserved"
1524,Tb927.11.13280,2497400.0,2389700.0,2638900.0,2369800.0,2787900.0,2614400.0,2835800.0,2966800.0,Guide RNA binding protein 25
1525,Tb927.11.13290,16715.0,17444.0,16743.0,14728.0,14933.0,16879.0,14481.0,22803.0,mitochondrial import inner membrane translocase subunit tim17
1526,Tb927.11.1330,163270.0,139730.0,112980.0,161500.0,142800.0,178380.0,113800.0,149910.0,"Stress responsive A/B Barrel Domain, putative"
1527,Tb927.11.13300,21245.0,21332.0,23591.0,21270.0,32526.0,27367.0,29218.0,26733.0,Intraflagellar transport protein 25
1528,Tb927.11.13310,3566.3,3807.3,3265.5,2717.0,4860.2,5259.6,4511.5,4431.3,"hypothetical protein, conserved"
1529,Tb927.11.13340,113780.0,117140.0,116520.0,112420.0,143680.0,154000.0,155230.0,142620.0,"hypothetical protein, conserved"
1530,Tb927.11.13360,1212700.0,1291000.0,1377100.0,1292100.0,1748800.0,1739400.0,1905100.0,1839900.0,"AAA ATPase, putative"
1531,Tb927.11.13380,326910.0,342910.0,352640.0,329140.0,508200.0,531430.0,577680.0,524630.0,VSG Exclusion Protein 2
1532,Tb927.11.13400,1050500.0,1155100.0,1160500.0,1078600.0,1458500.0,1541300.0,1523900.0,1549400.0,"Bromodomain, putative"
1533,Tb927.11.13410,1526.7,0.0,2771.6,3210.7,2989.4,2530.2,3710.7,2250.8,"hypothetical protein, conserved"
1534,Tb927.11.13450,17063.0,21084.0,20991.0,20450.0,26255.0,26042.0,30963.0,31309.0,"hypothetical protein, conserved"
1535,Tb927.11.13460,270750.0,281280.0,290550.0,274860.0,374240.0,391710.0,415360.0,404080.0,"hypothetical protein, conserved"
1536,Tb927.11.13470,765630.0,757720.0,785690.0,731660.0,1022000.0,1059400.0,1194500.0,1088700.0,"PPPDE putative peptidase domain containing protein, putative"
1537,Tb927.11.13480,3172.6,6301.5,4702.6,3275.6,4920.6,5864.3,5710.6,6303.2,SUMO-interacting motif-containing protein
1538,Tb927.11.13490,300380.0,306520.0,332120.0,288360.0,344380.0,385580.0,412090.0,373410.0,"hypothetical protein, conserved"
1539,Tb927.11.1350,32913.0,37131.0,27559.0,24642.0,34467.0,40402.0,37588.0,36068.0,"calcium uniporter protein, mitochondrial"
1540,Tb927.11.13500,15265000.0,14729000.0,15880000.0,14827000.0,20643000.0,20953000.0,22376000.0,20909000.0,par1
1541,Tb927.11.13520,2805400.0,2851400.0,3018200.0,2875700.0,3658000.0,3852000.0,3914700.0,3797000.0,"hypothetical protein, conserved"
1542,Tb927.11.13540,84032.0,85316.0,95426.0,91394.0,130730.0,131650.0,133900.0,119680.0,"hypothetical protein, conserved"
1543,Tb927.11.13550,85729.0,93556.0,92630.0,94271.0,108040.0,118060.0,117710.0,117940.0,"hypothetical protein, conserved"
1544,Tb927.11.13570,1110600.0,1070800.0,1103400.0,1094100.0,1463400.0,1544800.0,1533300.0,1401600.0,"hypothetical protein, conserved"
1545,Tb927.11.13580,133070.0,135000.0,125210.0,115590.0,133970.0,117690.0,135510.0,140200.0,ubiquinone biosynthesis protein-like protein
1546,Tb927.11.13590,19033.0,12274.0,16629.0,14273.0,23116.0,23061.0,21241.0,20824.0,"hypothetical protein, conserved"
1547,Tb927.11.1360,277690.0,295580.0,311560.0,291990.0,377710.0,378750.0,390900.0,379810.0,"zinc-finger of a C2HC-type, putative"
1548,Tb927.11.13610,637200.0,713530.0,755530.0,701270.0,898410.0,940070.0,1010700.0,959730.0,"rhodanese-like domain containing protein, putative"
1549,Tb927.11.13640,660760.0,678530.0,762570.0,646110.0,843740.0,928890.0,953130.0,894570.0,J-binding protein
1550,Tb927.11.13660,28441.0,32239.0,31661.0,24264.0,46133.0,37343.0,43188.0,51538.0,"hypothetical protein, conserved"
1551,Tb927.11.13670,1789900.0,1783600.0,1755700.0,1725400.0,2359000.0,2408200.0,2626400.0,2468200.0,"hypothetical protein, conserved"
1552,Tb927.11.13680,119670.0,121490.0,121840.0,114970.0,167210.0,172320.0,183970.0,158400.0,"hypothetical protein, conserved"
1553,Tb927.11.13690,108130.0,102940.0,129500.0,101500.0,129180.0,114990.0,157710.0,142940.0,Radial spoke protein 11
1554,Tb927.11.1370,1251600.0,1393400.0,1246500.0,1393300.0,1759200.0,1629400.0,1621400.0,1808600.0,Dithiol glutaredoxin 1
1555,Tb927.11.13700,3314.8,2388.4,2879.7,3210.5,4735.5,2636.1,5436.7,3685.3,Basal body protein
1557,Tb927.11.13730,70962.0,65693.0,73574.0,78181.0,128410.0,117400.0,128950.0,122150.0,ornithine decarboxylase
1558,Tb927.11.13750,887780.0,840590.0,860030.0,836840.0,1125300.0,1305300.0,1260500.0,1146600.0,Ras-related protein Rab4
1559,Tb927.11.13760,1288.0,3403.5,1663.6,1339.9,2746.0,2780.8,2438.1,5055.8,"hypothetical protein, conserved"
1560,Tb927.11.13770,129360.0,152660.0,155700.0,153280.0,193790.0,204600.0,194160.0,202030.0,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
